Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,45302,-101.08274,94,,,,,,
,,,,,45382,-64.2227,80,,,,,,
,,,,,45452,-73.83178,70,,,,,,
,,,,,45572,-89.801895,120,,,,,,
,,,,,45710,-36.73464,138,,,,,,
,,,,,45828,-99.93225,118,,,,,,
,,,,,45923,-129.50742,95,,,,,,
,,,,,46000,,,3.1501340866088867,9.01455020904541,9.835066795349121,51.726322174072266,0.724,0.001
,,,,,46010,-53.936863,87,,,,,,
,,,,,46102,-95.066574,92,,,,,,
,,,,,46211,-87.98713,109,,,,,,
,,,,,46287,-89.8387,76,,,,,,
,,,,,46453,-99.54261,166,,,,,,
,,,,,46559,-75.35335,106,,,,,,
,,,,,46683,-86.08488,124,,,,,,
,,,,,46818,-118.96088,135,,,,,,
,,,,,46886,-34.7436,68,,,,,,
,,,,,46973,-76.61213,87,,,,,,
,,,,,47000,,,9.849367141723633,3.1661157608032227,3.0354068279266357,40.81965637207031,0.718,0.001
,,,,,47109,-69.438385,136,,,,,,
,,,,,47195,-47.030617,86,,,,,,
,,,,,47305,-67.47528,110,,,,,,
,,,,,47389,-62.85145,84,,,,,,
,,,,,47471,-65.8568,82,,,,,,
,,,,,47540,-144.18005,69,,,,,,
,,,,,47631,-101.72876,91,,,,,,
,,,,,47728,-110.86838,97,,,,,,
,,,,,47841,-82.65167,113,,,,,,
,,,,,47954,-78.93804,113,,,,,,
,,,,,48000,,,131.70372009277344,3.9769294261932373,2.631459951400757,124.33440399169922,0.712,0.001
,,,,,48049,-130.9524,95,,,,,,
,,,,,48153,-50.646202,104,,,,,,
,,,,,48267,-35.459923,114,,,,,,
,,,,,48368,-67.101425,101,,,,,,
,,,,,48480,-96.76016,112,,,,,,
,,,,,48569,-87.35218,89,,,,,,
,,,,,48653,-50.677498,84,,,,,,
,,,,,48791,-109.21525,138,,,,,,
,,,,,48898,-115.70985,107,,,,,,
,,,,,49000,,,10.755131721496582,0.11530792713165283,-0.5606220960617065,59.5743408203125,0.706,0.001
,,,,,49030,-114.338295,132,,,,,,
,,,,,49175,-70.69103,145,,,,,,
,,,,,49307,-62.241653,132,,,,,,
,,,,,49394,-26.188248,87,,,,,,
,,,,,49486,-144.82948,92,,,,,,
,,,,,49564,-123.799614,78,,,,,,
,,,,,49642,-89.63675,78,,,,,,
,,,,,49735,-72.22264,93,,,,,,
,,,,,49837,-53.153927,102,,,,,,
,,,,,49955,-112.61359,118,,,,,,
-101.77511,137.84402,102.21044,-316.99982,418.2,50000,,,6.265503406524658,9.004711151123047,8.693644523620605,47.25695037841797,0.7,0.001
,,,,,50053,-92.46359,98,,,,,,
,,,,,50163,-125.79286,110,,,,,,
,,,,,50305,-42.69433,142,,,,,,
,,,,,50411,-73.10424,106,,,,,,
,,,,,50512,-13.081665,101,,,,,,
,,,,,50627,-85.229126,115,,,,,,
,,,,,50720,-96.95398,93,,,,,,
,,,,,50797,-64.72691,77,,,,,,
,,,,,50878,-83.38863,81,,,,,,
,,,,,50964,-51.962574,86,,,,,,
,,,,,51000,,,39.590248107910156,19.288951873779297,18.05388069152832,109.57823181152344,0.694,0.001
,,,,,51027,-45.830284,63,,,,,,
,,,,,51124,-117.36595,97,,,,,,
,,,,,51226,-80.52243,102,,,,,,
,,,,,51309,-62.42762,83,,,,,,
,,,,,51418,-85.15485,109,,,,,,
,,,,,51518,-62.60961,100,,,,,,
,,,,,51628,-69.122604,110,,,,,,
,,,,,51719,-85.30382,91,,,,,,
,,,,,51812,-103.733055,93,,,,,,
,,,,,51878,-66.93458,66,,,,,,
,,,,,51986,-110.65474,108,,,,,,
,,,,,52000,,,5.293400764465332,10.581703186035156,10.860257148742676,36.18449020385742,0.688,0.001
,,,,,52068,-45.62812,82,,,,,,
,,,,,52172,-113.0609,104,,,,,,
,,,,,52287,-58.05177,115,,,,,,
,,,,,52371,-57.46694,84,,,,,,
,,,,,52446,-73.79772,75,,,,,,
